URL,Method,POST Params,classification
http://placeholder.local/scripts/runtime.avif,GET,{},1
http://placeholder.local/lib/bootstrap.min.bmp,GET,{},1
http://placeholder.local/api/complaints/5,GET,{},0
http://placeholder.local/images/bootstrap.min.jpg,GET,{},1
http://placeholder.local/public/vue.min.mjs,GET,{},1
http://placeholder.local/fonts/main.eot,GET,{},1
http://placeholder.local/vendor/bootstrap.min.css,GET,{},1
http://placeholder.local/api/swagger.json?id=1,GET,{},0
http://placeholder.local/api/orders/91,GET,{},0
http://placeholder.local/rest/user/83,GET,{},0
http://placeholder.local/api/data?path=1,GET,{},0
http://placeholder.local/api/redirect?return=javascript:alert(1),GET,{},0
http://placeholder.local/assets/runtime.svg,GET,{},1
http://placeholder.local/.htaccess,GET,{},1
http://placeholder.local/node_modules/react/bootstrap.min.css,GET,{},1
http://placeholder.local/css/polyfills.eot,GET,{},1
http://placeholder.local/api/recycles/9999,GET,{},0
http://placeholder.local/api/v2/auth,GET,{},0
http://placeholder.local/public/main.gif,GET,{},1
http://placeholder.local/admin/reports,GET,{},0
http://placeholder.local/api/config,GET,{},0
http://placeholder.local/api/Addresses,POST,"{""country"": ""US"", ""fullName"": ""Test"", ""zipCode"": ""12345"", ""streetAddress"": ""123 Main St"", ""city"": ""TestCity"", ""state"": ""NY""}",0
http://placeholder.local/api/server_status,GET,{},0
http://placeholder.local/styles/logo.mjs,GET,{},1
http://placeholder.local/public/vendor.js,GET,{},1
http://placeholder.local/assets/theme.gif,GET,{},1
http://placeholder.local/css/index.ttf,GET,{},1
http://placeholder.local/api/feedbacks/85,GET,{},0
http://placeholder.local/images/logo.png,GET,{},1
http://placeholder.local/build/2.chunk.css,GET,{},1
http://placeholder.local/api/v2/displays,POST,"{""data"": ""value""}",0
http://placeholder.local/api/users/38,GET,{},0
http://placeholder.local/build/main.woff,GET,{},1
http://placeholder.local/download,GET,{},0
http://placeholder.local/api/jsonws?id=1,GET,{},0
http://placeholder.local/rest/user/reset-password,POST,"{""email"": ""user@test.com"", ""answer"": ""test"", ""new"": ""newpass"", ""repeat"": ""newpass""}",0
http://placeholder.local/api/orders/127,GET,{},0
http://placeholder.local/api/products/137,GET,{},0
http://placeholder.local/node_modules/lodash/chunk-vendors.woff2,GET,{},1
http://placeholder.local/rest/user/145,GET,{},0
http://placeholder.local/lib/app.mjs,GET,{},1
http://placeholder.local/api/orders/1000,GET,{},0
http://placeholder.local/node_modules/lodash/polyfills.eot,GET,{},1
http://placeholder.local/js/vue.min.map,GET,{},1
http://placeholder.local/static/styles.png,GET,{},1
http://placeholder.local/node_modules/react/background.jpeg,GET,{},1
http://placeholder.local/node_modules/react/app.jpeg,GET,{},1
http://placeholder.local/api/complaints/50,GET,{},0
http://placeholder.local/static/chunk-vendors.webp,GET,{},1
http://placeholder.local/static/vendor.ttf,GET,{},1
http://placeholder.local/api/v1/countries?id=1,GET,{},0
http://placeholder.local/api/export?type=users,GET,{},0
http://placeholder.local/lib/2.chunk.jpg,GET,{},1
http://placeholder.local/assets/angular.min.ico,GET,{},1
http://placeholder.local/api/orders/145,GET,{},0
http://placeholder.local/img/2.chunk.jpeg,GET,{},1
http://placeholder.local/css/angular.min.map,GET,{},1
http://placeholder.local/api/Recycles,POST,"{""AddressId"": ""1"", ""quantity"": ""2"", ""isPickup"": ""true""}",0
http://placeholder.local/js/index.svg,GET,{},1
http://placeholder.local/build/index.tiff,GET,{},1
http://placeholder.local/dist/index.avif,GET,{},1
http://placeholder.local/api/data?url=null,GET,{},0
http://placeholder.local/node_modules/react/index.eot,GET,{},1
http://placeholder.local/api/redirect?return=//evil.com,GET,{},0
http://placeholder.local/api/feedbacks/97,GET,{},0
http://placeholder.local/api/insights,POST,"{""data"": ""value""}",0
http://placeholder.local/images/background.avif,GET,{},1
http://placeholder.local/lib/runtime.jpeg,GET,{},1
http://placeholder.local/api/tracking,GET,{},0
http://placeholder.local/static/bootstrap.min.jpeg,GET,{},1
http://placeholder.local/api/basket/129/checkout,POST,"{""couponCode"": """"}",0
http://placeholder.local/api/PrivacyRequests,POST,"{""UserId"": ""1""}",0
http://placeholder.local/styles.css.map,GET,{},1
http://placeholder.local/rest/user/109,GET,{},0
http://placeholder.local/assets/main.avif,GET,{},1
http://placeholder.local/api/data?api_key=1,GET,{},0
http://placeholder.local/fonts/runtime.svg,GET,{},1
http://placeholder.local/api/recycles/85,GET,{},0
http://placeholder.local/img/app.bmp,GET,{},1
http://placeholder.local/img/bundle.bmp,GET,{},1
http://placeholder.local/scripts/react.production.min.svg,GET,{},1
http://placeholder.local/api/redirect?url=https://evil.com,GET,{},0
http://placeholder.local/js/chunk-vendors.eot,GET,{},1
http://placeholder.local/api/jsonws,POST,"{""data"": ""value""}",0
http://placeholder.local/node_modules/lodash/vue.min.gif,GET,{},1
http://placeholder.local/api/recycles/58,GET,{},0
http://placeholder.local/public/bootstrap.min.webp,GET,{},1
http://placeholder.local/api/feedbacks/46,GET,{},0
http://placeholder.local/node_modules/lodash/runtime.mjs,GET,{},1
http://placeholder.local/assets/background.bmp,GET,{},1
http://placeholder.local/node_modules/lodash/theme.ttf,GET,{},1
http://placeholder.local/api/orders/43,GET,{},0
http://placeholder.local/v1/metric?id=1,GET,{},0
http://placeholder.local/api/recycles/120,GET,{},0
http://placeholder.local/img/runtime.eot,GET,{},1
http://placeholder.local/api/auth/logout,POST,{},0
http://placeholder.local/api/recycles/123,GET,{},0
http://placeholder.local/api/orders/120,GET,{},0
http://placeholder.local/css/react.production.min.gif,GET,{},1
http://placeholder.local/public/background.map,GET,{},1
http://placeholder.local/api/complaints/101,GET,{},0
http://placeholder.local/build/app.png,GET,{},1
http://placeholder.local/api/v1/common/users/password,GET,{},0
http://placeholder.local/scripts/logo.jpg,GET,{},1
http://placeholder.local/api/feedbacks/39,GET,{},0
http://placeholder.local/api/recycles/4,GET,{},0
http://placeholder.local/static/bundle.ico,GET,{},1
http://placeholder.local/img/index.avif,GET,{},1
http://placeholder.local/api/complaints/125,GET,{},0
http://placeholder.local/api/orders/17,GET,{},0
http://placeholder.local/api/Users/register,POST,"{""email"": ""x@x.com"", ""password"": ""x"", ""username"": ""x""}",0
http://placeholder.local/api/admin/users,GET,{},0
http://placeholder.local/build/chunk-vendors.svg,GET,{},1
http://placeholder.local/api/complaints/113,GET,{},0
http://placeholder.local/redirect?redirect=javascript:alert(1),GET,{},0
http://placeholder.local/rest/user/139,GET,{},0
http://placeholder.local/api/users?username=undefined,GET,{},0
http://placeholder.local/api/data?remote=http://127.0.0.1:6379/,GET,{},0
http://placeholder.local/signup,POST,"{""email"": ""a@b.com"", ""password"": ""pass123""}",0
http://placeholder.local/css/chunk-vendors.map,GET,{},1
http://placeholder.local/node_modules/react/theme.map,GET,{},1
http://placeholder.local/media/chunk-vendors.woff,GET,{},1
http://placeholder.local/workbox-*.js,GET,{},1
http://placeholder.local/styles/angular.min.webp,GET,{},1
http://placeholder.local/vendor/chunk-vendors.webp,GET,{},1
http://placeholder.local/api/v2/swagger.json,POST,"{""data"": ""value""}",0
http://placeholder.local/rest/products/search?q=admin,GET,{},0
http://placeholder.local/public/angular.min.js,GET,{},1
http://placeholder.local/apple-touch-icon-precomposed.png,GET,{},1
http://placeholder.local/api/products/30,GET,{},0
http://placeholder.local/api/data?csrf=admin,GET,{},0
http://placeholder.local/rest/user/27,GET,{},0
http://placeholder.local/api/user/profile?return=admin,GET,{},0
http://placeholder.local/images/2.chunk.tiff,GET,{},1
http://placeholder.local/fonts/styles.jpg,GET,{},1
http://placeholder.local/build/angular.min.css,GET,{},1
http://placeholder.local/search?q=undefined,GET,{},0
http://placeholder.local/assets/chunk-vendors.js,GET,{},1
http://placeholder.local/api/products/66,GET,{},0
http://placeholder.local/api/checkin?id=1,GET,{},0
http://placeholder.local/rest/products/reviews,POST,"{""message"": ""test review"", ""author"": ""user@test.com""}",0
http://placeholder.local/api/user/profile?user_id=test,GET,{},0
http://placeholder.local/api/recycles/108,GET,{},0
http://placeholder.local/node_modules/react/jquery.min.css,GET,{},1
http://placeholder.local/api/redirect?back=https://github.com/juice-shop,GET,{},0
http://placeholder.local/v1/self,POST,"{""data"": ""value""}",0
http://placeholder.local/robots.txt,GET,{},1
http://placeholder.local/images/main.png,GET,{},1
http://placeholder.local/api/complaints/136,GET,{},0
http://placeholder.local/api/v1/map,POST,"{""data"": ""value""}",0
http://placeholder.local/redirect?redirect=http://169.254.169.254/latest/meta-data/,GET,{},0
http://placeholder.local/api/batch,GET,{},0
http://placeholder.local/media/runtime.css,GET,{},1
http://placeholder.local/api/v1/history/history?id=1,GET,{},0
http://placeholder.local/styles/angular.min.ico,GET,{},1
http://placeholder.local/api/redirect?return=https://github.com/juice-shop,GET,{},0
http://placeholder.local/api/Users/login,POST,"{""email"": ""admin@juice-sh.op"", ""password"": ""admin123""}",0
http://placeholder.local/fonts/theme.png,GET,{},1
http://placeholder.local/lib/bootstrap.min.map,GET,{},1
http://placeholder.local/.well-known/apple-app-site-association,GET,{},1
http://placeholder.local/api/recycles/82,GET,{},0
http://placeholder.local/media/vue.min.css,GET,{},1
http://placeholder.local/api/data?password=1,GET,{},0
http://placeholder.local/service-worker.js,GET,{},1
http://placeholder.local/rest/products/search?q='; DROP TABLE,GET,{},0
http://placeholder.local/api/feedbacks/1,GET,{},0
http://placeholder.local/public/react.production.min.png,GET,{},1
http://placeholder.local/v2/vendor-list.json?id=1,GET,{},0
http://placeholder.local/styles/logo.ico,GET,{},1
http://placeholder.local/api/complaints/43,GET,{},0
http://placeholder.local/redirect?dest=//evil.com,GET,{},0
http://placeholder.local/rest/user/93,GET,{},0
http://placeholder.local/v2/event?id=1,GET,{},0
http://placeholder.local/fonts/react.production.min.webp,GET,{},1
http://placeholder.local/metrics,GET,{},0
http://placeholder.local/api/complaints/116,GET,{},0
http://placeholder.local/api/basket/109/checkout,POST,"{""couponCode"": """"}",0
http://placeholder.local/vendor/jquery.min.eot,GET,{},1
http://placeholder.local/graphql,GET,{},0
http://placeholder.local/assets/theme.js,GET,{},1
http://placeholder.local/node_modules/react/jquery.min.jpg,GET,{},1
http://placeholder.local/api/Quantitys,POST,"{""ProductId"": ""1"", ""quantity"": ""3""}",0
http://placeholder.local/img/app.tiff,GET,{},1
http://placeholder.local/dist/chunk-vendors.mjs,GET,{},1
http://placeholder.local/fonts/background.webp,GET,{},1
http://placeholder.local/public/2.chunk.mjs,GET,{},1
http://placeholder.local/api/users/133,GET,{},0
http://placeholder.local/build/vendor.map,GET,{},1
http://placeholder.local/api/users/56,GET,{},0
http://placeholder.local/js/bootstrap.min.png,GET,{},1
http://placeholder.local/static/background.ttf,GET,{},1
http://placeholder.local/apple-touch-icon.png,GET,{},1
http://placeholder.local/node_modules/lodash/index.jpg,GET,{},1
http://placeholder.local/api/complaints/22,GET,{},0
http://placeholder.local/js/icons.png,GET,{},1
http://placeholder.local/api/user/profile?secret=null,GET,{},0
http://placeholder.local/public/icons.woff2,GET,{},1
http://placeholder.local/vendor/bundle.map,GET,{},1
http://placeholder.local/api/users/105,GET,{},0
http://placeholder.local/static/vue.min.tiff,GET,{},1
http://placeholder.local/v1/redirect,POST,"{""data"": ""value""}",0
http://placeholder.local/images/theme.svg,GET,{},1
http://placeholder.local/scripts/jquery.min.woff,GET,{},1
http://placeholder.local/api/feedbacks/56,GET,{},0
http://placeholder.local/api/users/148,GET,{},0
http://placeholder.local/js/polyfills.js,GET,{},1
http://placeholder.local/api/v2/page,GET,{},0
http://placeholder.local/node_modules/lodash/chunk-vendors.map,GET,{},1
http://placeholder.local/rest/user/128,GET,{},0
http://placeholder.local/api/users/21,GET,{},0
http://placeholder.local/dist/angular.min.eot,GET,{},1
http://placeholder.local/api/api?id=1,GET,{},0
http://placeholder.local/assets/main.bmp,GET,{},1
http://placeholder.local/js/2.chunk.svg,GET,{},1
http://placeholder.local/js/background.jpeg,GET,{},1
http://placeholder.local/api/data?host=file:///etc/passwd,GET,{},0
http://placeholder.local/reset-password,POST,"{""token"": ""abc"", ""password"": ""newpass""}",0
http://placeholder.local/rest/user/57,GET,{},0
http://placeholder.local/v1/produce,GET,{},0
http://placeholder.local/vendor/jquery.min.js,GET,{},1
http://placeholder.local/fonts/main.png,GET,{},1
http://placeholder.local/signup,POST,"{""email"": ""a@b.com"", ""password"": ""pass123""}",0
http://placeholder.local/media/logo.map,GET,{},1
http://placeholder.local/build/polyfills.mjs,GET,{},1
http://placeholder.local/node_modules/react/react.production.min.woff2,GET,{},1
http://placeholder.local/media/app.mjs,GET,{},1
http://placeholder.local/css/theme.png,GET,{},1
http://placeholder.local/public/main.woff,GET,{},1
http://placeholder.local/css/logo.jpg,GET,{},1
http://placeholder.local/api/products/131,GET,{},0
http://placeholder.local/api/v1/news?id=1,GET,{},0
http://placeholder.local/assets/bootstrap.min.svg,GET,{},1
http://placeholder.local/node_modules/lodash/vue.min.js,GET,{},1
http://placeholder.local/public/index.mjs,GET,{},1
http://placeholder.local/css/runtime.js,GET,{},1
http://placeholder.local/api/user/profile?userid=test,GET,{},0
http://placeholder.local/fonts/theme.webp,GET,{},1
http://placeholder.local/dist/vue.min.woff2,GET,{},1
http://placeholder.local/api/v1/sites.json,POST,"{""data"": ""value""}",0
http://placeholder.local/styles/styles.tiff,GET,{},1
http://placeholder.local/api-docs/v1/openapi.json,POST,"{""data"": ""value""}",0
http://placeholder.local/js/polyfills.mjs,GET,{},1
http://placeholder.local/js/angular.min.eot,GET,{},1
http://placeholder.local/api/complaints/112,GET,{},0
http://placeholder.local/public/theme.gif,GET,{},1
http://placeholder.local/js/theme.webp,GET,{},1
http://placeholder.local/api/users/125,GET,{},0
http://placeholder.local/api/orders/143,GET,{},0
http://placeholder.local/images/angular.min.ico,GET,{},1
http://placeholder.local/v2/undefined,GET,{},0
http://placeholder.local/.well-known/apple-app-site-association,GET,{},1
http://placeholder.local/assets/icons.bmp,GET,{},1
http://placeholder.local/images/main.jpeg,GET,{},1
http://placeholder.local/api/products/search?q=undefined,GET,{},0
http://placeholder.local/vendor/background.tiff,GET,{},1
http://placeholder.local/rest/user/32,GET,{},0
http://placeholder.local/build/background.tiff,GET,{},1
http://placeholder.local/v1/graphql?id=1,GET,{},0
http://placeholder.local/logout,GET,{},0
http://placeholder.local/styles/app.mjs,GET,{},1
http://placeholder.local/fonts/bundle.svg,GET,{},1
http://placeholder.local/dist/logo.tiff,GET,{},1
http://placeholder.local/api/v1/account/oauth/ticket,GET,{},0
http://placeholder.local/build/index.mjs,GET,{},1
http://placeholder.local/api/v2/track,GET,{},0
http://placeholder.local/images/chunk-vendors.css,GET,{},1
http://placeholder.local/vendor/chunk-vendors.avif,GET,{},1
http://placeholder.local/api/orders/55,GET,{},0
http://placeholder.local/images/bootstrap.min.ttf,GET,{},1
http://placeholder.local/img/react.production.min.ttf,GET,{},1
http://placeholder.local/scripts/chunk-vendors.webp,GET,{},1
http://placeholder.local/api/v1/delta/deviceCatalog/deviceTypes?id=1,GET,{},0
http://placeholder.local/media/runtime.png,GET,{},1
http://placeholder.local/api/orders/5,GET,{},0
http://placeholder.local/public/icons.map,GET,{},1
http://placeholder.local/vendor/app.jpg,GET,{},1
http://placeholder.local/dist/2.chunk.bmp,GET,{},1
http://placeholder.local/api/v1/account/users/summaries,GET,{},0
http://placeholder.local/img/angular.min.jpg,GET,{},1
http://placeholder.local/dist/2.chunk.gif,GET,{},1
http://placeholder.local/api/products/74,GET,{},0
http://placeholder.local/api/orders/82,GET,{},0
http://placeholder.local/assets/index.eot,GET,{},1
http://placeholder.local/img/angular.min.woff,GET,{},1
http://placeholder.local/api/basket/99/checkout,POST,"{""couponCode"": """"}",0
http://placeholder.local/download,GET,{},0
http://placeholder.local/fonts/background.tiff,GET,{},1
http://placeholder.local/.htaccess,GET,{},1
http://placeholder.local/rest/user/135,GET,{},0
http://placeholder.local/vendor/bundle.eot,GET,{},1
http://placeholder.local/api/v2/users?id=1,GET,{},0
http://placeholder.local/public/chunk-vendors.css,GET,{},1
http://placeholder.local/rest/admin/application-version,GET,{},0
http://placeholder.local/v1/profile?id=1,GET,{},0
http://placeholder.local/api-docs/v1/openapi.json,GET,{},0
http://placeholder.local/api/basket/120/checkout,POST,"{""couponCode"": """"}",0
http://placeholder.local/api/feedbacks/127,GET,{},0
http://placeholder.local/api/complaints/117,GET,{},0
http://placeholder.local/node_modules/lodash/logo.woff2,GET,{},1
http://placeholder.local/api/basket/42/checkout,POST,"{""couponCode"": """"}",0
http://placeholder.local/admin/products,GET,{},0
http://placeholder.local/dist/angular.min.tiff,GET,{},1
http://placeholder.local/api/v1/user?id=1,GET,{},0
http://placeholder.local/api/basket/113/checkout,POST,"{""couponCode"": """"}",0
http://placeholder.local/assets/icons.png,GET,{},1
http://placeholder.local/api/users/75,GET,{},0
http://placeholder.local/api/users/31,GET,{},0
http://placeholder.local/fonts/styles.woff,GET,{},1
http://placeholder.local/rest/user/1,GET,{},0
http://placeholder.local/assets/background.png,GET,{},1
http://placeholder.local/api/data?host=http://169.254.169.254/latest/meta-data/,GET,{},0
http://placeholder.local/api/v1/account/oauth/token?id=1,GET,{},0
http://placeholder.local/api/products/29,GET,{},0
http://placeholder.local/images/main.svg,GET,{},1
http://placeholder.local/rest/user/reset-password,POST,"{""email"": ""user@test.com"", ""answer"": ""test"", ""new"": ""newpass"", ""repeat"": ""newpass""}",0
http://placeholder.local/build/vue.min.tiff,GET,{},1
http://placeholder.local/admin/logs,GET,{},0
http://placeholder.local/api/feedbacks/71,GET,{},0
http://placeholder.local/dist/background.tiff,GET,{},1
http://placeholder.local/scripts/app.webp,GET,{},1
http://placeholder.local/redirect?next=https://evil.com,GET,{},0
http://placeholder.local/styles/2.chunk.mjs,GET,{},1
http://placeholder.local/api/products/18,GET,{},0
http://placeholder.local/api/basket/111/checkout,POST,"{""couponCode"": """"}",0
http://placeholder.local/actuator/beans,GET,{},0
http://placeholder.local/api/v2/track,POST,"{""data"": ""value""}",0
http://placeholder.local/api/data?token=admin,GET,{},0
http://placeholder.local/redirect?return=javascript:alert(1),GET,{},0
http://placeholder.local/api/data?proxy=http://localhost:8080/admin,GET,{},0
http://placeholder.local/api/products/116,GET,{},0
http://placeholder.local/dist/vue.min.svg,GET,{},1
http://placeholder.local/css/index.png,GET,{},1
http://placeholder.local/api/users/14,GET,{},0
http://placeholder.local/public/theme.woff2,GET,{},1
http://placeholder.local/api/v1/account/userPreferences?id=1,GET,{},0
http://placeholder.local/api/Addresses,POST,"{""country"": ""US"", ""fullName"": ""Test"", ""zipCode"": ""12345"", ""streetAddress"": ""123 Main St"", ""city"": ""TestCity"", ""state"": ""NY""}",0
http://placeholder.local/build/runtime.woff2,GET,{},1
http://placeholder.local/api/campaign,GET,{},0
http://placeholder.local/scripts/styles.gif,GET,{},1
http://placeholder.local/swagger.json?id=1,GET,{},0
http://placeholder.local/public/vendor.avif,GET,{},1
http://placeholder.local/vendor/bootstrap.min.woff,GET,{},1
http://placeholder.local/api/navigation,GET,{},0
http://placeholder.local/lib/vendor.ico,GET,{},1
http://placeholder.local/api/user/profile?auth=test,GET,{},0
http://placeholder.local/media/styles.tiff,GET,{},1
http://placeholder.local/media/angular.min.mjs,GET,{},1
http://placeholder.local/node_modules/react/theme.eot,GET,{},1
http://placeholder.local/dist/background.css,GET,{},1
http://placeholder.local/redirect?dest=https://github.com/juice-shop,GET,{},0
http://placeholder.local/api/orders/8,GET,{},0
http://placeholder.local/static/icons.ico,GET,{},1
http://placeholder.local/rest/user/whoami,GET,{},0
http://placeholder.local/api/users/91,GET,{},0
http://placeholder.local/reset-password,POST,"{""token"": ""abc"", ""password"": ""newpass""}",0
http://placeholder.local/js/icons.tiff,GET,{},1
http://placeholder.local/assets/chunk-vendors.tiff,GET,{},1
http://placeholder.local/api/basket/27/checkout,POST,"{""couponCode"": """"}",0
http://placeholder.local/scripts/runtime.webp,GET,{},1
http://placeholder.local/styles/bootstrap.min.ttf,GET,{},1
http://placeholder.local/api/fileupload,POST,{},0
http://placeholder.local/v1/recentviews,GET,{},0
http://placeholder.local/rest/user/146,GET,{},0
http://placeholder.local/api/products/70,GET,{},0
http://placeholder.local/api/users/9,GET,{},0
http://placeholder.local/css/runtime.css,GET,{},1
http://placeholder.local/api/data?authorization=1,GET,{},0
http://placeholder.local/api/v1/posts,POST,"{""data"": ""value""}",0
http://placeholder.local/api/products/22,GET,{},0
http://placeholder.local/api/v1/consents,GET,{},0
http://placeholder.local/api/auth/token,POST,"{""grant_type"": ""password"", ""username"": ""user""}",0
http://placeholder.local/build/react.production.min.map,GET,{},1
http://placeholder.local/img/logo.mjs,GET,{},1
http://placeholder.local/api/orders/13,GET,{},0
http://placeholder.local/static/runtime.tiff,GET,{},1
http://placeholder.local/api/products/37,GET,{},0
http://placeholder.local/styles/jquery.min.ico,GET,{},1
http://placeholder.local/api/v1/swagger.json,GET,{},0
http://placeholder.local/api/swagger/static/index.html,GET,{},0
http://placeholder.local/static/bundle.woff,GET,{},1
http://placeholder.local/fonts/app.bmp,GET,{},1
http://placeholder.local/node_modules/react/bootstrap.min.js,GET,{},1
http://placeholder.local/redirect?next=javascript:alert(1),GET,{},0
http://placeholder.local/api/user/profile?target=null,GET,{},0
http://placeholder.local/api/feedbacks/92,GET,{},0
http://placeholder.local/api/orders/9999,GET,{},0
http://placeholder.local/signin,POST,"{""username"": ""admin"", ""password"": ""admin""}",0
http://placeholder.local/node_modules/react/polyfills.jpg,GET,{},1
http://placeholder.local/api/Recycles,POST,"{""AddressId"": ""1"", ""quantity"": ""2"", ""isPickup"": ""true""}",0
http://placeholder.local/api/users/35,GET,{},0
http://placeholder.local/fonts/styles.gif,GET,{},1
http://placeholder.local/fonts/styles.eot,GET,{},1
http://placeholder.local/api/user/profile?src=1,GET,{},0
http://placeholder.local/assets/theme.webp,GET,{},1
http://placeholder.local/swagger.json,POST,"{""data"": ""value""}",0
http://placeholder.local/api/feedbacks/111,GET,{},0
http://placeholder.local/build/background.png,GET,{},1
http://placeholder.local/scripts/chunk-vendors.tiff,GET,{},1
http://placeholder.local/api/user/profile?user=null,GET,{},0
http://placeholder.local/fonts/angular.min.css,GET,{},1
http://placeholder.local/v2/,POST,"{""data"": ""value""}",0
http://placeholder.local/api/v2/ip.json?id=1,GET,{},0
http://placeholder.local/styles/theme.eot,GET,{},1
http://placeholder.local/static/vendor.d4e5f6.js.map,GET,{},1
http://placeholder.local/js/vendor.ico,GET,{},1
http://placeholder.local/img/2.chunk.ttf,GET,{},1
http://placeholder.local/api/identity/envelope,POST,"{""data"": ""value""}",0
http://placeholder.local/api/data?password=null,GET,{},0
http://placeholder.local/build/vue.min.mjs,GET,{},1
http://placeholder.local/public/theme.ttf,GET,{},1
http://placeholder.local/fonts/icons.jpeg,GET,{},1
http://placeholder.local/api/recycles/124,GET,{},0
http://placeholder.local/api/products/86,GET,{},0
http://placeholder.local/lib/logo.gif,GET,{},1
http://placeholder.local/v1/widgets,POST,"{""data"": ""value""}",0
http://placeholder.local/api/checkin,POST,"{""data"": ""value""}",0
http://placeholder.local/fonts/index.woff2,GET,{},1
http://placeholder.local/api/feedbacks/95,GET,{},0
http://placeholder.local/v1/widgets?id=1,GET,{},0
http://placeholder.local/img/2.chunk.svg,GET,{},1
http://placeholder.local/assets/theme.map,GET,{},1
http://placeholder.local/api/Users/1,GET,{},0
